time,open,high,low,close,tick_volume,spread,real_volume
2018-02-02 12:00:00,1344.94,1344.94,1344.748,1344.795,24.0,197,0.0
2018-02-02 13:00:00,1344.818,1345.681,1344.423,1345.408,3812.0,165,0.0
2018-02-02 14:00:00,1345.428,1346.945,1335.063,1335.562,6333.0,160,0.0
2018-02-02 15:00:00,1335.585,1336.837,1331.566,1331.787,6355.0,150,0.0
2018-02-02 16:00:00,1331.787,1331.787,1327.434,1330.314,6319.0,150,0.0
2018-02-02 17:00:00,1330.315,1331.487,1327.457,1330.347,5591.0,150,0.0
2018-02-02 18:00:00,1330.336,1336.1,1330.255,1334.766,6191.0,150,0.0
2018-02-02 19:00:00,1334.762,1336.664,1331.979,1332.553,4877.0,151,0.0
2018-02-02 20:00:00,1332.565,1332.837,1328.77,1329.506,5163.0,184,0.0
2018-02-02 21:00:00,1329.47,1332.413,1328.301,1331.805,4983.0,184,0.0
2018-02-02 22:00:00,1331.809,1333.162,1330.077,1332.879,1990.0,197,0.0
2018-02-04 23:00:00,1331.76,1333.857,1329.492,1332.563,3725.0,180,0.0
2018-02-05 00:00:00,1332.49,1333.417,1330.87,1333.417,4276.0,154,0.0
2018-02-05 01:00:00,1333.382,1333.583,1329.604,1331.21,4173.0,173,0.0
2018-02-05 02:00:00,1331.219,1331.352,1328.966,1330.933,4038.0,150,0.0
2018-02-05 03:00:00,1330.932,1331.752,1330.02,1330.177,3120.0,158,0.0
2018-02-05 04:00:00,1330.21,1331.027,1329.855,1330.41,2660.0,164,0.0
2018-02-05 05:00:00,1330.414,1332.432,1330.23,1332.409,2964.0,166,0.0
2018-02-05 06:00:00,1332.401,1332.682,1330.959,1331.754,3428.0,170,0.0
2018-02-05 07:00:00,1331.735,1333.361,1331.121,1332.175,4298.0,151,0.0
2018-02-05 08:00:00,1332.157,1335.189,1332.155,1334.997,4818.0,171,0.0
2018-02-05 09:00:00,1335.024,1335.666,1334.539,1334.802,4005.0,160,0.0
2018-02-05 10:00:00,1334.797,1338.021,1334.793,1336.583,4320.0,150,0.0
