time,open,high,low,close,tick_volume,spread,real_volume
2024-07-22 00:00:00,157.421,157.458,157.334,157.367,914,11,0
2024-07-22 00:15:00,157.367,157.426,157.331,157.419,566,11,0
2024-07-22 00:30:00,157.421,157.489,157.399,157.454,531,11,0
2024-07-22 00:45:00,157.454,157.478,157.398,157.422,905,11,0
2024-07-22 01:00:00,157.419,157.525,157.374,157.463,794,11,0
2024-07-22 01:15:00,157.462,157.473,157.345,157.462,655,11,0
2024-07-22 01:30:00,157.462,157.467,157.423,157.439,472,11,0
2024-07-22 01:45:00,157.439,157.549,157.43,157.537,549,11,0
2024-07-22 02:00:00,157.54,157.608,157.521,157.574,664,11,0
2024-07-22 02:15:00,157.572,157.606,157.525,157.541,487,11,0
2024-07-22 02:30:00,157.541,157.604,157.521,157.551,433,11,0
2024-07-22 02:45:00,157.553,157.57,157.526,157.547,393,11,0
2024-07-22 03:00:00,157.548,157.555,157.492,157.512,329,11,0
2024-07-22 03:15:00,157.512,157.563,157.498,157.556,279,11,0
2024-07-22 03:30:00,157.553,157.563,157.51,157.512,244,11,0
2024-07-22 03:45:00,157.512,157.521,157.453,157.478,260,11,0
2024-07-22 04:00:00,157.478,157.478,157.385,157.427,675,11,0
2024-07-22 04:15:00,157.424,157.487,157.411,157.424,530,11,0
2024-07-22 04:30:00,157.425,157.507,157.423,157.465,373,11,0
2024-07-22 04:45:00,157.465,157.482,157.43,157.441,399,11,0
2024-07-22 05:00:00,157.44,157.44,157.266,157.318,579,11,0
2024-07-22 05:15:00,157.317,157.32,157.006,157.088,1294,11,0
2024-07-22 05:30:00,157.087,157.195,157.055,157.123,1084,11,0
2024-07-22 05:45:00,157.121,157.15,157.034,157.035,879,11,0
2024-07-22 06:00:00,157.036,157.058,156.466,156.671,3348,11,0
2024-07-22 06:15:00,156.672,156.767,156.478,156.596,2193,11,0
2024-07-22 06:30:00,156.598,156.603,156.303,156.348,3005,11,0
2024-07-22 06:45:00,156.35,156.496,156.28,156.445,1984,11,0
2024-07-22 07:00:00,156.443,156.549,156.343,156.464,1971,11,0
2024-07-22 07:15:00,156.466,156.533,156.414,156.524,1546,11,0
2024-07-22 07:30:00,156.522,156.742,156.468,156.721,1344,11,0
2024-07-22 07:45:00,156.719,156.843,156.651,156.805,1050,11,0
2024-07-22 08:00:00,156.803,156.834,156.668,156.796,1312,11,0
2024-07-22 08:15:00,156.796,156.867,156.779,156.853,887,11,0
2024-07-22 08:30:00,156.853,156.896,156.801,156.805,930,11,0
2024-07-22 08:45:00,156.808,156.959,156.79,156.791,1294,11,0
2024-07-22 09:00:00,156.794,156.856,156.647,156.651,1255,11,0
2024-07-22 09:15:00,156.649,156.74,156.619,156.705,852,11,0
2024-07-22 09:30:00,156.702,156.76,156.671,156.718,857,11,0
2024-07-22 09:45:00,156.721,156.722,156.604,156.69,640,11,0
2024-07-22 10:00:00,156.689,156.695,156.561,156.573,787,11,0
2024-07-22 10:15:00,156.573,156.659,156.552,156.621,583,11,0
2024-07-22 10:30:00,156.624,156.89,156.57,156.805,1426,11,0
2024-07-22 10:45:00,156.808,156.952,156.796,156.826,1002,11,0
2024-07-22 11:00:00,156.825,156.896,156.761,156.768,861,11,0
2024-07-22 11:15:00,156.767,156.806,156.706,156.804,621,11,0
2024-07-22 11:30:00,156.803,156.841,156.651,156.698,780,11,0
2024-07-22 11:45:00,156.699,156.884,156.669,156.851,856,11,0
2024-07-22 12:00:00,156.85,156.928,156.813,156.928,944,11,0
2024-07-22 12:15:00,156.924,156.93,156.816,156.89,860,11,0
2024-07-22 12:30:00,156.889,157.088,156.889,157.036,1260,11,0
2024-07-22 12:45:00,157.036,157.06,156.783,156.787,1121,11,0
2024-07-22 13:00:00,156.79,156.816,156.69,156.779,1109,11,0
2024-07-22 13:15:00,156.779,156.888,156.746,156.853,927,11,0
2024-07-22 13:30:00,156.852,156.902,156.781,156.86,1099,11,0
2024-07-22 13:45:00,156.863,156.919,156.81,156.858,896,11,0
2024-07-22 14:00:00,156.857,156.864,156.748,156.808,1160,11,0
2024-07-22 14:15:00,156.807,156.95,156.789,156.909,863,11,0
2024-07-22 14:30:00,156.91,156.928,156.848,156.854,651,11,0
2024-07-22 14:45:00,156.854,156.94,156.836,156.872,841,11,0
2024-07-22 15:00:00,156.872,156.972,156.86,156.951,607,11,0
2024-07-22 15:15:00,156.952,157.048,156.946,157.009,693,11,0
2024-07-22 15:30:00,157.008,157.124,156.985,157.097,702,11,0
2024-07-22 15:45:00,157.098,157.142,157.071,157.08,605,11,0
2024-07-22 16:00:00,157.081,157.126,157.056,157.077,543,11,0
2024-07-22 16:15:00,157.075,157.087,157.053,157.07,352,11,0
2024-07-22 16:30:00,157.069,157.08,157.028,157.052,366,11,0
2024-07-22 16:45:00,157.052,157.079,157.043,157.07,262,11,0
2024-07-22 17:00:00,157.07,157.073,157.029,157.073,247,11,0
2024-07-22 17:15:00,157.073,157.138,157.073,157.084,406,11,0
2024-07-22 17:30:00,157.083,157.109,157.065,157.084,271,11,0
2024-07-22 17:45:00,157.084,157.149,157.078,157.133,277,11,0
2024-07-22 18:00:00,157.132,157.169,157.126,157.14,275,11,0
2024-07-22 18:15:00,157.14,157.143,157.083,157.094,244,11,0
2024-07-22 18:30:00,157.095,157.123,157.092,157.114,145,11,0
2024-07-22 18:45:00,157.114,157.115,157.051,157.063,318,11,0
2024-07-22 19:00:00,157.063,157.113,157.055,157.068,272,11,0
2024-07-22 19:15:00,157.068,157.099,157.067,157.098,149,11,0
2024-07-22 19:30:00,157.098,157.111,157.081,157.103,146,11,0
2024-07-22 19:45:00,157.105,157.116,157.05,157.05,198,11,0
2024-07-22 20:00:00,157.067,157.088,157.047,157.07,102,11,0
2024-07-22 20:15:00,157.07,157.083,157.051,157.064,129,11,0
2024-07-22 20:30:00,157.064,157.087,157.064,157.081,84,11,0
2024-07-22 20:45:00,157.082,157.083,157.016,157.019,138,11,0
2024-07-22 21:00:00,156.99,156.99,156.778,156.931,198,43,0
2024-07-22 21:15:00,156.928,156.953,156.829,156.895,151,63,0
2024-07-22 21:30:00,156.894,156.934,156.856,156.933,165,43,0
2024-07-22 21:45:00,156.92,156.936,156.914,156.934,77,43,0
2024-07-22 22:00:00,156.946,157.016,156.941,156.979,271,11,0
2024-07-22 22:15:00,156.973,157.037,156.971,157.029,191,11,0
2024-07-22 22:30:00,157.03,157.072,157.026,157.035,197,11,0
2024-07-22 22:45:00,157.035,157.035,157.006,157.03,80,11,0
2024-07-22 23:00:00,157.04,157.088,157.019,157.07,267,11,0
2024-07-22 23:15:00,157.07,157.071,157.01,157.022,199,11,0
2024-07-22 23:30:00,157.022,157.1,157.021,157.051,385,11,0
2024-07-22 23:45:00,157.051,157.06,156.884,156.902,642,11,0
2024-07-23 00:00:00,156.9,156.924,156.673,156.812,1654,11,0
2024-07-23 00:15:00,156.812,156.888,156.737,156.866,1073,11,0
2024-07-23 00:30:00,156.863,156.863,156.75,156.751,889,11,0
2024-07-23 00:45:00,156.752,156.78,156.642,156.653,1403,11,0
2024-07-23 01:00:00,156.654,156.775,156.572,156.722,1529,11,0
2024-07-23 01:15:00,156.72,156.846,156.694,156.801,944,11,0
2024-07-23 01:30:00,156.803,156.809,156.707,156.75,778,11,0
2024-07-23 01:45:00,156.75,156.775,156.627,156.701,685,11,0
2024-07-23 02:00:00,156.701,156.732,156.63,156.731,711,11,0
2024-07-23 02:15:00,156.728,156.765,156.641,156.708,906,11,0
2024-07-23 02:30:00,156.708,156.711,156.515,156.591,997,11,0
2024-07-23 02:45:00,156.59,156.65,156.549,156.628,995,11,0
2024-07-23 03:00:00,156.63,156.663,156.575,156.599,581,11,0
2024-07-23 03:15:00,156.599,156.619,156.358,156.424,1076,11,0
2024-07-23 03:30:00,156.422,156.446,156.322,156.412,1035,11,0
2024-07-23 03:45:00,156.412,156.427,156.191,156.274,1437,11,0
2024-07-23 04:00:00,156.277,156.353,156.251,156.319,890,11,0
2024-07-23 04:15:00,156.319,156.383,156.276,156.28,665,11,0
2024-07-23 04:30:00,156.28,156.361,156.201,156.208,773,11,0
2024-07-23 04:45:00,156.208,156.342,156.206,156.304,760,11,0
2024-07-23 05:00:00,156.302,156.449,156.259,156.415,947,11,0
2024-07-23 05:15:00,156.415,156.436,156.348,156.41,552,11,0
2024-07-23 05:30:00,156.413,156.422,156.301,156.394,561,11,0
2024-07-23 05:45:00,156.394,156.42,156.307,156.312,558,11,0
2024-07-23 06:00:00,156.313,156.532,156.216,156.513,1527,11,0
2024-07-23 06:15:00,156.516,156.572,156.472,156.526,1017,11,0
2024-07-23 06:30:00,156.526,156.544,156.414,156.484,1007,11,0
2024-07-23 06:45:00,156.487,156.618,156.487,156.582,885,11,0
2024-07-23 07:00:00,156.579,156.633,156.494,156.535,996,11,0
2024-07-23 07:15:00,156.534,156.574,156.431,156.478,1181,11,0
