time,open,high,low,close,tick_volume,spread,real_volume
2022-08-01 00:00:00,1.02101,1.02409,1.02074,1.02253,7263,8,0
2022-08-01 04:00:00,1.02251,1.02405,1.02131,1.02297,9438,8,0
2022-08-01 08:00:00,1.02297,1.02697,1.02267,1.02325,13368,8,0
2022-08-01 12:00:00,1.02327,1.02749,1.02247,1.02679,19527,8,0
2022-08-01 16:00:00,1.02678,1.02745,1.02451,1.02579,6214,8,0
2022-08-01 20:00:00,1.02578,1.02683,1.02526,1.02625,1839,8,0
2022-08-02 00:00:00,1.02627,1.02936,1.0256,1.02733,11380,8,0
2022-08-02 04:00:00,1.02731,1.02791,1.02149,1.02244,12273,8,0
2022-08-02 08:00:00,1.02243,1.0245,1.02189,1.02232,13109,8,0
2022-08-02 12:00:00,1.02234,1.02356,1.01808,1.01955,23803,8,0
2022-08-02 16:00:00,1.01954,1.02099,1.01679,1.01685,9518,8,0
2022-08-02 20:00:00,1.01686,1.01723,1.01543,1.01562,2152,8,0
2022-08-03 00:00:00,1.01561,1.01932,1.01497,1.0191,7192,8,0
2022-08-03 04:00:00,1.01911,1.01927,1.01538,1.01773,11466,8,0
2022-08-03 08:00:00,1.01774,1.02098,1.01774,1.01839,13135,8,0
2022-08-03 12:00:00,1.01837,1.01965,1.01223,1.01442,21305,8,0
2022-08-03 16:00:00,1.01443,1.01735,1.01398,1.0168,7514,8,0
2022-08-03 20:00:00,1.01682,1.01718,1.01558,1.01563,2095,8,0
2022-08-04 00:00:00,1.01563,1.01757,1.01538,1.01624,4899,8,0
2022-08-04 04:00:00,1.01625,1.01858,1.01562,1.01787,7913,8,0
2022-08-04 08:00:00,1.01785,1.01974,1.01601,1.01755,13881,8,0
2022-08-04 12:00:00,1.01755,1.02337,1.01651,1.02219,19478,8,0
2022-08-04 16:00:00,1.02217,1.02533,1.02177,1.0245,6779,8,0
2022-08-04 20:00:00,1.02448,1.02517,1.02414,1.02469,1506,8,0
2022-08-05 00:00:00,1.02472,1.02479,1.02292,1.02361,4034,8,0
2022-08-05 04:00:00,1.02361,1.02388,1.02224,1.02333,5578,8,0
2022-08-05 08:00:00,1.02332,1.02381,1.02179,1.02308,8171,8,0
2022-08-05 12:00:00,1.02306,1.02359,1.01412,1.01683,27638,8,0
2022-08-05 16:00:00,1.01685,1.01923,1.01662,1.01775,8069,8,0
2022-08-05 20:00:00,1.01775,1.01827,1.01764,1.01803,596,8,0
2022-08-07 20:00:00,1.01732,1.01775,1.01688,1.01717,1318,10,0
2022-08-08 00:00:00,1.01719,1.01853,1.01589,1.01852,4479,8,0
2022-08-08 04:00:00,1.0185,1.02146,1.0171,1.02088,7296,8,0
2022-08-08 08:00:00,1.02086,1.02086,1.01725,1.02005,9146,8,0
2022-08-08 12:00:00,1.02005,1.02215,1.01837,1.02059,10387,8,0
2022-08-08 16:00:00,1.02061,1.02119,1.0185,1.01917,5751,8,0
2022-08-08 20:00:00,1.01917,1.01994,1.01895,1.01974,957,8,0
2022-08-09 00:00:00,1.01977,1.02005,1.01884,1.01957,2545,8,0
2022-08-09 04:00:00,1.01956,1.02145,1.01913,1.02141,4786,8,0
2022-08-09 08:00:00,1.02142,1.02471,1.02132,1.02195,9038,8,0
2022-08-09 12:00:00,1.02197,1.02439,1.02189,1.02249,10053,8,0
2022-08-09 16:00:00,1.0225,1.02314,1.02023,1.0207600000000001,3551,8,0
2022-08-09 20:00:00,1.02078,1.0215,1.02049,1.02077,1445,8,0
2022-08-10 00:00:00,1.02077,1.02187,1.02025,1.02135,2469,8,0
2022-08-10 04:00:00,1.02136,1.0218,1.02047,1.02101,4318,8,0
2022-08-10 08:00:00,1.02103,1.02605,1.02017,1.0258,7646,8,0
2022-08-10 12:00:00,1.0258,1.03681,1.0243,1.03332,31272,8,0
2022-08-10 16:00:00,1.03332,1.03352,1.02942,1.0303,8771,8,0
2022-08-10 20:00:00,1.03028,1.03042,1.02948,1.02984,1416,8,0
2022-08-11 00:00:00,1.02983,1.03036,1.02811,1.0288,3611,8,0
2022-08-11 04:00:00,1.02882,1.03318,1.0275,1.03252,7356,8,0
2022-08-11 08:00:00,1.03254,1.03424,1.03183,1.03242,9845,8,0
2022-08-11 12:00:00,1.0324,1.0364,1.03233,1.0337,19081,8,0
2022-08-11 16:00:00,1.03371,1.03388,1.03092,1.03164,7036,8,0
2022-08-11 20:00:00,1.03165,1.03255,1.03154,1.03201,1521,8,0
2022-08-12 00:00:00,1.03203,1.03249,1.03046,1.03168,3815,8,0
2022-08-12 04:00:00,1.03169,1.03238,1.02908,1.02968,6919,8,0
2022-08-12 08:00:00,1.02966,1.03079,1.02774,1.02774,9481,8,0
