time,open,high,low,close,tick_volume,spread,real_volume
2025-11-18 06:00:00,90108.18,90118.3,89255.24,89536.16,5149.0,1800,0.0
2025-11-18 07:00:00,89539.23,90435.34,89220.71,90392.17,6423.0,1800,0.0
2025-11-18 08:00:00,90391.24,91341.32,90389.57,91116.45,6239.0,1800,0.0
2025-11-18 09:00:00,91115.18,91379.95,90780.64,91286.62,4256.0,1800,0.0
2025-11-18 10:00:00,91286.36,91500.71,91141.45,91468.62,3938.0,1800,0.0
2025-11-18 11:00:00,91468.16,91504.48,91132.08,91407.31,3394.0,1800,0.0
2025-11-18 12:00:00,91407.22,91785.45,90990.72,91416.33,4605.0,1800,0.0
2025-11-18 13:00:00,91413.62,91558.44,90821.05,91374.27,4899.0,1800,0.0
2025-11-18 14:00:00,91372.59,92346.03,91098.79,91267.68,12651.0,1800,0.0
2025-11-18 15:00:00,91263.02,92950.09,90908.48,92827.86,17104.0,1800,0.0
2025-11-18 16:00:00,92824.34,93767.07,92497.29,93435.29,10054.0,1800,0.0
2025-11-18 17:00:00,93435.38,93601.9,92745.35,93200.73,6910.0,1800,0.0
2025-11-18 18:00:00,93204.9,93713.14,93088.59,93265.58,4548.0,1800,0.0
2025-11-18 19:00:00,93273.37,93556.18,92922.51,93122.55,4459.0,1800,0.0
2025-11-18 20:00:00,93125.96,93239.51,92602.01,92738.06,4354.0,1800,0.0
2025-11-18 21:00:00,92740.53,92992.54,92402.02,92438.55,3004.0,1800,0.0
2025-11-18 22:00:00,92433.27,93379.44,92423.83,93105.78,2560.0,1800,0.0
2025-11-18 23:00:00,93106.93,93121.83,92677.46,92910.32,2725.0,1800,0.0
2025-11-19 00:00:00,92911.22,92932.18,91876.25,92361.99,5451.0,1800,0.0
2025-11-19 01:00:00,92362.15,92594.53,91866.38,92383.85,5249.0,1800,0.0
2025-11-19 02:00:00,92379.14,92802.07,92203.49,92502.97,4117.0,1800,0.0
2025-11-19 03:00:00,92501.53,92576.2,91578.68,91814.96,4361.0,1800,0.0
2025-11-19 04:00:00,91812.65,91908.35,91084.07,91092.41,4387.0,1800,0.0
2025-11-19 05:00:00,91096.83,91203.11,89948.3,90390.44,6264.0,1800,0.0
2025-11-19 06:00:00,90382.46,91039.66,90208.61,90919.19,4863.0,1800,0.0
2025-11-19 07:00:00,90913.62,91956.22,90874.84,91798.26,4201.0,1800,0.0
2025-11-19 08:00:00,91799.54,91893.79,91254.3,91413.67,3653.0,1800,0.0
2025-11-19 09:00:00,91410.56,91458.69,91017.17,91458.69,3481.0,1800,0.0
2025-11-19 10:00:00,91458.47,91635.31,91155.79,91233.4,2763.0,1800,0.0
2025-11-19 11:00:00,91230.58,91711.75,91226.65,91338.47,2498.0,1800,0.0
2025-11-19 12:00:00,91338.35,91805.52,91131.23,91713.3,2976.0,1800,0.0
2025-11-19 13:00:00,91714.13,91839.71,91166.14,91331.31,4020.0,1800,0.0
2025-11-19 14:00:00,91328.37,91803.81,90970.89,91646.75,9525.0,1800,0.0
2025-11-19 15:00:00,91649.21,92331.52,89795.2,89877.88,13190.0,1800,0.0
2025-11-19 16:00:00,89874.51,90163.24,89382.92,89822.94,10392.0,1800,0.0
2025-11-19 17:00:00,89817.16,90061.7,88786.76,89407.81,10612.0,1800,0.0
2025-11-19 18:00:00,89407.92,89647.9,88697.99,89138.08,8500.0,1800,0.0
2025-11-19 19:00:00,89139.34,89278.86,88517.85,88783.67,7053.0,1800,0.0
2025-11-19 20:00:00,88784.52,89594.2,88484.73,89399.22,6470.0,1800,0.0
2025-11-19 21:00:00,89401.48,90750.82,89336.45,90502.72,8595.0,1800,0.0
2025-11-19 22:00:00,90498.2,90545.31,89996.02,90374.49,3981.0,1800,0.0
2025-11-19 23:00:00,90377.35,91502.85,90377.35,91460.45,4990.0,1800,0.0
2025-11-20 00:00:00,91449.88,92223.58,91092.09,91803.35,4571.0,1800,0.0
2025-11-20 01:00:00,91804.56,92634.38,91727.5,92505.72,4440.0,1800,0.0
2025-11-20 02:00:00,92505.64,92719.35,92232.94,92509.8,4036.0,1800,0.0
2025-11-20 03:00:00,92510.7,92644.18,92286.1,92356.55,3430.0,1800,0.0
2025-11-20 04:00:00,92359.37,92900.84,92051.84,92873.11,3308.0,1800,0.0
2025-11-20 05:00:00,92872.3,93075.93,92484.08,92541.15,3050.0,1800,0.0
2025-11-20 06:00:00,92541.16,92777.87,91590.87,91887.34,3678.0,1800,0.0
2025-11-20 07:00:00,91894.59,92356.37,91706.39,92224.58,3114.0,1800,0.0
2025-11-20 08:00:00,92224.67,92311.93,91950.79,92036.75,2743.0,1800,0.0
2025-11-20 09:00:00,92034.33,92049.41,91339.39,91801.36,3174.0,1800,0.0
2025-11-20 10:00:00,91813.0,91969.54,91501.18,91708.78,3104.0,1800,0.0
2025-11-20 11:00:00,91708.66,91933.8,91387.72,91841.39,2680.0,1800,0.0
2025-11-20 12:00:00,91838.51,91910.51,91588.86,91743.02,2993.0,1800,0.0
2025-11-20 13:00:00,91743.31,92437.87,91392.32,91430.76,8743.0,1800,0.0
2025-11-20 14:00:00,91431.6,91590.03,90353.74,90998.85,14904.0,1800,0.0
2025-11-20 15:00:00,91001.77,91078.27,89728.67,89758.86,11354.0,1800,0.0
2025-11-20 16:00:00,89757.97,89810.54,87369.41,87795.2,19491.0,1800,0.0
2025-11-20 17:00:00,87790.22,88060.45,86246.27,87133.81,21659.0,1800,0.0
2025-11-20 18:00:00,87133.4,87665.4,86211.25,86379.45,12388.0,1800,0.0
2025-11-20 19:00:00,86374.68,87052.13,85986.49,86795.6,11236.0,1800,0.0
2025-11-20 20:00:00,86792.6,87002.87,86209.29,86337.2,7866.0,1800,0.0
2025-11-20 21:00:00,86336.93,87561.68,86301.82,87188.53,5345.0,1800,0.0
2025-11-20 22:00:00,87183.76,88144.48,87094.82,87959.07,5137.0,1800,0.0
2025-11-20 23:00:00,87964.27,88063.83,86449.38,86522.46,7057.0,1800,0.0
2025-11-21 00:00:00,86525.37,87395.88,86475.11,87177.13,6992.0,1800,0.0
2025-11-21 01:00:00,87178.93,87362.41,86721.01,86939.05,6121.0,1800,0.0
2025-11-21 02:00:00,86936.74,86966.62,85236.17,85353.56,11279.0,1800,0.0
2025-11-21 03:00:00,85350.76,86033.25,85335.62,85714.58,9500.0,1800,0.0
2025-11-21 04:00:00,85714.09,86019.07,85285.47,85939.55,7302.0,1800,0.0
2025-11-21 05:00:00,85940.3,86247.6,85719.41,86075.11,5835.0,1800,0.0
2025-11-21 06:00:00,86079.21,86152.72,85420.51,85460.93,5795.0,1800,0.0
2025-11-21 07:00:00,85465.21,85648.5,81155.01,83919.02,21387.0,1800,0.0
2025-11-21 08:00:00,83917.42,84586.58,83469.49,83529.49,12659.0,1800,0.0
2025-11-21 09:00:00,83536.6,83885.16,81989.34,82106.63,11677.0,1800,0.0
2025-11-21 10:00:00,82105.91,82801.86,81531.34,82595.59,15573.0,1800,0.0
2025-11-21 11:00:00,82598.08,83229.16,82081.57,82201.98,9118.0,1800,0.0
2025-11-21 12:00:00,82205.68,83500.82,80535.93,83173.4,24947.0,1800,0.0
2025-11-21 13:00:00,83168.54,84338.48,83003.76,84017.87,13595.0,1800,0.0
2025-11-21 14:00:00,84017.06,85407.28,83456.07,84756.22,19259.0,1800,0.0
2025-11-21 15:00:00,84763.3,85017.83,82652.29,82848.15,20432.0,1800,0.0
2025-11-21 16:00:00,82844.77,84840.07,82232.29,84819.73,19345.0,1800,0.0
2025-11-21 17:00:00,84824.75,85491.66,84488.38,84798.08,14326.0,1800,0.0
2025-11-21 18:00:00,84798.3,85018.95,83222.88,84514.53,14336.0,1800,0.0
2025-11-21 19:00:00,84511.73,84953.17,84002.06,84137.89,8051.0,1800,0.0
2025-11-21 20:00:00,84135.54,84591.74,83380.76,84507.64,10212.0,1800,0.0
2025-11-21 21:00:00,84503.73,85354.91,84284.29,85115.67,6160.0,1800,0.0
2025-11-21 22:00:00,85117.15,85345.15,84189.57,84215.4,5490.0,1800,0.0
2025-11-21 23:00:00,84221.54,85298.42,84047.95,85060.62,4773.0,1800,0.0
2025-11-22 00:00:00,85064.6,85565.94,84489.49,84666.77,5457.0,1800,0.0
2025-11-22 01:00:00,84669.32,85139.2,84518.34,85093.64,4461.0,1800,0.0
2025-11-22 02:00:00,85098.64,85136.32,84207.58,84452.88,4040.0,1800,0.0
2025-11-22 03:00:00,84455.06,84547.31,84138.82,84374.22,3938.0,1800,0.0
2025-11-22 04:00:00,84381.97,84492.39,83759.75,84171.15,4978.0,1800,0.0
2025-11-22 05:00:00,84171.11,84255.28,83805.48,84219.82,3909.0,1800,0.0
2025-11-22 06:00:00,84218.64,84735.33,84009.7,84572.76,4148.0,1800,0.0
2025-11-22 07:00:00,84563.56,84607.02,84326.14,84512.98,3173.0,1800,0.0
2025-11-22 08:00:00,84514.35,84526.05,83869.9,84061.67,3617.0,1800,0.0
2025-11-22 09:00:00,83988.27,84199.2,83789.73,83869.35,2347.0,1800,0.0
2025-11-22 10:00:00,83875.01,84156.53,83420.23,83630.08,4061.0,1800,0.0
2025-11-22 11:00:00,83630.74,84294.22,83521.02,84029.83,4002.0,1800,0.0
2025-11-22 12:00:00,84034.02,84100.72,83562.37,83826.18,3569.0,1800,0.0
2025-11-22 13:00:00,83829.53,84074.74,83588.13,83883.77,3837.0,1800,0.0
2025-11-22 14:00:00,83888.23,84694.16,83873.87,84432.81,5475.0,1800,0.0
2025-11-22 15:00:00,84434.13,84510.88,83949.72,84214.24,3822.0,1800,0.0
2025-11-22 16:00:00,84215.77,84845.55,84153.78,84641.17,3512.0,1800,0.0
2025-11-22 17:00:00,84649.94,84672.63,84357.97,84497.45,2860.0,1800,0.0
2025-11-22 18:00:00,84499.9,84627.61,84410.05,84605.84,2380.0,1800,0.0
2025-11-22 19:00:00,84600.09,84741.62,84454.46,84550.62,2250.0,1800,0.0
2025-11-22 20:00:00,84550.48,84762.95,84185.55,84409.98,2594.0,1800,0.0
2025-11-22 21:00:00,84408.28,84463.62,84175.2,84346.3,2412.0,1800,0.0
2025-11-22 22:00:00,84346.4,85211.76,84220.72,85003.45,3083.0,1800,0.0
2025-11-22 23:00:00,85008.28,85127.71,84607.99,84680.6,3479.0,1800,0.0
2025-11-23 00:00:00,84677.17,85266.73,84613.71,84911.95,4058.0,1800,0.0
2025-11-23 01:00:00,84918.53,86184.5,84893.57,85826.58,4961.0,1800,0.0
2025-11-23 02:00:00,85825.74,86298.07,85619.08,85944.88,5131.0,1800,0.0
2025-11-23 03:00:00,85944.71,86252.5,85757.2,86252.5,3418.0,1800,0.0
2025-11-23 04:00:00,86254.41,86817.6,86101.83,86490.8,4645.0,1800,0.0
2025-11-23 05:00:00,86492.24,86531.43,85951.09,86300.53,2781.0,1800,0.0
2025-11-23 06:00:00,86304.53,86460.12,85814.64,85814.64,2707.0,1800,0.0
2025-11-23 07:00:00,85815.85,85869.33,85340.3,85725.55,3406.0,1800,0.0
2025-11-23 08:00:00,85728.81,86142.36,85711.76,86088.52,3031.0,1800,0.0
2025-11-23 09:00:00,86085.69,86430.92,86019.72,86345.85,2738.0,1800,0.0
2025-11-23 10:00:00,86346.81,86414.99,85994.66,86020.67,2659.0,1800,0.0
2025-11-23 11:00:00,86021.12,86370.49,85787.75,86294.04,3231.0,1800,0.0
2025-11-23 12:00:00,86283.78,86852.73,86218.56,86484.34,4496.0,1800,0.0
2025-11-23 13:00:00,86486.89,86889.53,86271.45,86881.96,3667.0,1800,0.0
2025-11-23 14:00:00,86882.68,87171.51,86441.48,86513.1,4792.0,1800,0.0
2025-11-23 15:00:00,86519.72,87215.21,86399.85,87034.32,4114.0,1800,0.0
2025-11-23 16:00:00,87033.68,87466.16,86628.02,86649.91,4825.0,1800,0.0
2025-11-23 17:00:00,86651.68,86926.9,86455.59,86698.54,4248.0,1800,0.0
2025-11-23 18:00:00,86698.65,87226.13,86683.54,86960.02,3272.0,1800,0.0
2025-11-23 19:00:00,86961.4,87652.43,86887.79,87297.02,3653.0,1800,0.0
2025-11-23 20:00:00,87298.0,87667.16,87187.28,87438.27,3347.0,1800,0.0
2025-11-23 21:00:00,87442.46,87961.69,87120.16,87957.42,3129.0,1800,0.0
2025-11-23 22:00:00,87957.11,88117.56,87527.93,87974.46,3950.0,1800,0.0
2025-11-23 23:00:00,87982.76,88065.09,86698.35,86804.6,5867.0,1800,0.0
2025-11-24 00:00:00,86805.86,87182.63,85898.73,86700.71,7004.0,1800,0.0
2025-11-24 01:00:00,86694.94,87046.03,86351.31,87021.8,6501.0,1800,0.0
2025-11-24 02:00:00,87027.32,88013.69,86968.23,87489.1,8012.0,1800,0.0
2025-11-24 03:00:00,87488.08,87758.76,87153.28,87411.49,4574.0,1800,0.0
2025-11-24 04:00:00,87413.89,87557.32,86401.35,86687.08,5344.0,1800,0.0
2025-11-24 05:00:00,86684.65,87793.26,86625.58,87415.85,5570.0,1800,0.0
2025-11-24 06:00:00,87418.62,87472.3,86761.88,86863.51,4746.0,1800,0.0
2025-11-24 07:00:00,86860.63,87305.71,86647.3,87006.21,4268.0,1800,0.0
2025-11-24 08:00:00,87004.16,87004.16,86666.04,86913.71,4373.0,1800,0.0
2025-11-24 09:00:00,86914.56,86914.56,85755.06,85897.73,5690.0,1800,0.0
2025-11-24 10:00:00,85896.51,86142.56,85637.7,85997.05,4069.0,1800,0.0
2025-11-24 11:00:00,85996.37,86386.58,85776.67,86214.76,3279.0,1800,0.0
2025-11-24 12:00:00,86216.02,86270.54,85819.31,85952.19,3983.0,1800,0.0
2025-11-24 13:00:00,85947.1,86528.82,85897.27,86098.17,4056.0,1800,0.0
2025-11-24 14:00:00,86095.57,86621.44,85211.96,86113.64,11445.0,1800,0.0
